iter	Logloss
253	0.1410185434
254	0.1407485132
255	0.1404321257
256	0.1400774228
257	0.1398044048
258	0.1396287155
259	0.1394107963
260	0.1392058843
261	0.1389652841
262	0.1387442232
263	0.1385246116
264	0.1382468379
265	0.1377933176
266	0.1373011463
267	0.1368861585
268	0.1366700464
269	0.1365554688
270	0.1361612136
271	0.1359643705
272	0.1357672636
273	0.1353636679
274	0.134942751
275	0.1346584489
276	0.1345113615
277	0.1343116823
278	0.1341959898
279	0.1339500974
280	0.1336038149
281	0.1333540325
282	0.1330842052
283	0.1328915556
284	0.132646583
285	0.1325098616
286	0.1322058191
287	0.1319657855
288	0.1317387989
289	0.1315266608
290	0.1312991531
291	0.1311629682
292	0.1310440269
293	0.130759232
294	0.1305974411
295	0.1303245199
296	0.1300968835
297	0.1298738386
298	0.129709097
299	0.1293120839
300	0.1290632776
301	0.1288674098
302	0.128684589
303	0.1284647845
304	0.128303531
305	0.1280484
306	0.1276945078
307	0.1273812961
308	0.1271992139
309	0.1269740257
310	0.1267954494
311	0.1266490658
312	0.1264847856
313	0.1262986735
314	0.1260337568
315	0.1257925059
316	0.1255900696
317	0.1254290221
318	0.1252139842
319	0.1251025049
320	0.1247051171
321	0.1246053146
322	0.1245373917
323	0.1242929648
324	0.1241410263
325	0.1238269282
326	0.1235911779
327	0.123428286
328	0.1232127486
329	0.1231282033
330	0.1230092742
331	0.1229034174
332	0.1227535766
333	0.1226528784
334	0.1223554862
335	0.1221385329
336	0.1220162871
337	0.1218678203
338	0.121581115
339	0.1214526285
340	0.1213427785
341	0.1212394466
342	0.1210908238
343	0.1210183553
344	0.1209157248
345	0.1206957088
346	0.1205865111
347	0.1204503515
348	0.1203677887
349	0.1202107448
350	0.1200775871
351	0.1199541548
352	0.1197916473
353	0.1196557014
354	0.1195140014
355	0.1192292487
356	0.1190041616
357	0.1189056965
358	0.118830819
359	0.118596017
360	0.1185476896
361	0.1183059075
362	0.1181278407
363	0.1179061367
364	0.1177849502
365	0.1176443102
366	0.1174518771
367	0.1172862915
368	0.1171216605
369	0.1169264192
370	0.1166629236
371	0.1164481342
372	0.116339373
373	0.1160875017
374	0.1159830731
375	0.1158719507
376	0.1157813294
377	0.1157154205
378	0.1156204431
379	0.1154556969
380	0.1151793721
381	0.1150812349
382	0.1149664854
383	0.1148728619
384	0.1146821505
385	0.1144950358
386	0.1143018927
387	0.1141998087
388	0.1140614059
389	0.1140151332
390	0.1138579237
391	0.1137627713
392	0.1134774603
393	0.1134304825
394	0.1133020965
395	0.1132447435
396	0.1131972078
397	0.1130395117
398	0.1127534223
399	0.1126164614
400	0.1125419134
401	0.1124361461
402	0.1123520551
403	0.1122564747
404	0.112179251
405	0.1120425129
406	0.1119282359
407	0.1117634557
408	0.1116436026
409	0.1115671316
410	0.1114022406
411	0.1111285083
412	0.1110286844
413	0.1109469271
414	0.1108136244
415	0.1107659458
416	0.110597236
417	0.1104093066
418	0.1103615576
419	0.1101481087
420	0.1100036631
421	0.1098122537
422	0.1096223646
423	0.1094018035
424	0.1093216641
425	0.1092106046
426	0.1089576348
427	0.1088804015
428	0.1086620991
429	0.1086055707
430	0.1085382022
431	0.1084438978
432	0.1083893513
433	0.1082371262
434	0.1081683354
435	0.1080319493
436	0.1078468058
437	0.1077921732
438	0.107664437
439	0.1076144871
440	0.107549898
441	0.107478146
442	0.1072322447
443	0.1071292022
444	0.1069509825
445	0.106778914
446	0.1066574839
447	0.1065763419
448	0.1064695105
449	0.1064377583
450	0.1062615143
451	0.1061586146
452	0.106075476
453	0.1059965865
454	0.1059251847
455	0.1058550541
456	0.1057556004
457	0.1056419565
458	0.1055680844
459	0.1055130234
460	0.1054766254
461	0.1053342357
462	0.1051931295
463	0.1050667999
464	0.1050079159
465	0.1048615722
466	0.1048158031
467	0.1047387382
468	0.1046710125
469	0.1046287083
470	0.1045132505
471	0.1044328647
472	0.1043933194
473	0.1043315425
474	0.1042769493
475	0.1042128308
476	0.1041329082
477	0.1040890233
478	0.104062197
479	0.1038924489
480	0.1038210571
481	0.1037220595
482	0.1036519949
483	0.1035860441
484	0.103490806
485	0.1033588425
486	0.1031945999
487	0.1031371639
488	0.1030794879
489	0.1029644127
490	0.1028639039
491	0.1028250496
492	0.10269503
493	0.1026337683
494	0.1025054925
495	0.1024335245
496	0.1022385417
497	0.1021959199
498	0.1021291804
499	0.1020171594
500	0.1019535698
501	0.1018661181
502	0.1017893212
503	0.1017227278
504	0.1016277366
505	0.1015512955
506	0.1015197582
507	0.1014218979
508	0.1013897972
509	0.1012790324
510	0.1011497231
511	0.1010829422
512	0.1009527252
513	0.1008603618
514	0.1007234143
515	0.100652193
516	0.1005193053
517	0.1003514431
518	0.1002836876
519	0.100209439
520	0.1001506334
521	0.1000496876
522	0.09996479454
523	0.09991297922
524	0.0998724574
525	0.09982069393
526	0.09970928783
527	0.09965769362
528	0.09958846893
529	0.09954931401
530	0.09953023679
531	0.09949304881
532	0.09939761368
533	0.09935610065
534	0.09930446659
535	0.0992443062
536	0.09911793167
537	0.09902211123
538	0.09896247558
539	0.09892252454
540	0.09882920714
541	0.09877209856
542	0.09869242982
543	0.09855330581
544	0.09851224117
545	0.09847515673
546	0.0983665298
547	0.09826242412
548	0.09815312155
549	0.09808660253
550	0.09806210333
551	0.09799903817
552	0.09794456857
553	0.09791430269
554	0.09785924188
555	0.09781079275
556	0.09775123774
557	0.09757802498
558	0.0975141987
559	0.09740877813
560	0.09732839713
561	0.09715110029
562	0.0970979418
563	0.09702734339
564	0.09694280771
565	0.09688354979
566	0.0968181121
567	0.09672357261
568	0.09663410441
569	0.09659908692
570	0.09650552748
571	0.09648136096
572	0.0963779999
573	0.09628360671
574	0.09618534132
575	0.0961170983
576	0.09605583602
577	0.09593439215
578	0.09590263538
579	0.09584581291
580	0.09581134001
581	0.09576506115
582	0.09559752481
583	0.09548765037
584	0.09541668439
585	0.09535492041
586	0.09522465127
587	0.09518103431
588	0.09513359897
589	0.09505906753
590	0.09502315267
591	0.09492807158
592	0.0948952236
593	0.09485354524
594	0.09479508865
595	0.09472132895
596	0.09467705265
597	0.09465165511
598	0.09456980613
599	0.09450219257
600	0.09446938717
601	0.09444439013
602	0.09440466975
603	0.09428010898
604	0.09420843534
605	0.09413639197
606	0.09407799528
607	0.09400575281
608	0.09391864173
609	0.09387174289
610	0.09382215539
611	0.09377268035
612	0.09373176907
613	0.09367476709
614	0.09363760777
615	0.09360582138
616	0.09353860325
617	0.09350263081
618	0.093454195
619	0.09334905717
620	0.09331655682
621	0.09328982467
622	0.09325208144
623	0.09322220504
624	0.09311871511
625	0.09307557096
626	0.09301935085
627	0.09294114822
628	0.09285486685
629	0.09282768837
630	0.09279747409
631	0.09268089096
632	0.09262584549
633	0.09252945527
634	0.09248824549
635	0.09244268581
636	0.09235209714
637	0.09230740813
638	0.09222727107
639	0.09216149394
640	0.0921137315
641	0.09208631275
642	0.09202710212
643	0.09188753735
644	0.09182507614
645	0.09175455642
646	0.09171942524
647	0.09169525108
648	0.09164917542
649	0.09162450263
650	0.09158636754
651	0.09156457191
652	0.09153071334
653	0.09147985785
654	0.09142198012
655	0.091350573
656	0.09128863173
657	0.09126939387
658	0.09121705404
659	0.09108559784
660	0.09104963774
661	0.09097553419
662	0.09090610241
663	0.09081897713
664	0.09076656511
665	0.09073261307
666	0.09065101481
667	0.09058396777
668	0.09050699344
669	0.09040430442
670	0.09031760304
671	0.09028378805
672	0.09025475356
673	0.09021444968
674	0.09015579102
675	0.0901139755
676	0.09009658397
677	0.09002504638
678	0.08997847003
679	0.08991784502
680	0.08985887986
681	0.08982892888
682	0.08978849219
683	0.08976022823
684	0.08971517077
685	0.08967733367
686	0.08965496038
687	0.08963454498
688	0.08958095431
689	0.08948358096
690	0.08942951966
691	0.08939819811
692	0.08938010673
693	0.08931882715
694	0.08928192043
695	0.08924102114
696	0.08920512324
697	0.08917161874
698	0.08911462914
699	0.08908374041
700	0.0890427962
701	0.08901142743
702	0.08896126058
703	0.08892368397
704	0.08888119635
705	0.08883659146
706	0.08881108364
707	0.08878762688
708	0.08872997754
709	0.08870997894
710	0.08865962794
711	0.08856946394
712	0.08850164297
713	0.08846690683
714	0.08842901071
715	0.08836438658
716	0.08832453413
717	0.08826123304
718	0.0882301503
719	0.08818981469
720	0.08814743075
721	0.08806222261
722	0.08799160425
723	0.08795698373
724	0.0879113563
725	0.08788675132
726	0.08785168653
727	0.08778321966
728	0.08775391666
729	0.08773088112
730	0.08765396419
731	0.08757513775
732	0.08755187254
733	0.08749590763
734	0.08745440945
735	0.08743549852
736	0.08732526012
737	0.0872965171
738	0.08726051239
739	0.08723156752
740	0.08717797989
741	0.08715484995
742	0.08711065891
743	0.08709049709
744	0.08705223813
745	0.08701450872
746	0.08695152746
747	0.08692597714
748	0.08691190889
749	0.08686088662
750	0.08677962521
751	0.08671693554
752	0.0866641594
753	0.08663300966
754	0.08658203039
755	0.08651088503
756	0.0864272695
757	0.08639312214
758	0.08632721103
759	0.0862891229
760	0.08623253508
761	0.08618587985
762	0.08617787438
763	0.08613610699
764	0.08609904387
765	0.08601954223
766	0.08599427247
767	0.08592032982
768	0.08587448019
769	0.08584297563
770	0.0857964659
771	0.08576800422
772	0.08574510322
773	0.08572084276
774	0.08569077747
775	0.08565927444
776	0.08563935872
777	0.08560769742
778	0.0855755094
779	0.08554258143
780	0.08551897398
781	0.08548731904
782	0.08547207469
783	0.08541246326
784	0.08533448519
785	0.08530706268
786	0.08527828029
787	0.08524512989
788	0.08523002708
789	0.08516088197
790	0.08509937143
791	0.08507579629
792	0.08502411659
793	0.08497541085
794	0.08490760786
795	0.08481049332
796	0.08475343332
797	0.0846958979
798	0.0846653424
799	0.08465065005
800	0.08462212216
801	0.08456569901
802	0.08453643571
803	0.08451471817
804	0.08444655789
805	0.08441368194
806	0.08438839787
807	0.08432625861
808	0.08427101087
809	0.08424906994
810	0.08423513073
811	0.08419586458
812	0.08415344603
813	0.08412405069
814	0.08407930393
815	0.08403916431
816	0.08401850236
817	0.08399166252
818	0.08397472289
819	0.08396019051
820	0.08394572526
821	0.08384590578
822	0.08379113833
823	0.08375293907
824	0.08369822732
825	0.0836468238
826	0.08362810351
827	0.08359034374
828	0.08357212212
829	0.0835249203
830	0.08349303162
831	0.08346265937
832	0.08342451714
833	0.08338773804
834	0.08335498173
835	0.08329714823
836	0.08327228522
837	0.08325352024
838	0.08319120315
839	0.08316878904
840	0.08315049737
841	0.0831341552
842	0.08308214247
843	0.08304760298
844	0.08303423391
845	0.0830000012
846	0.08297145859
847	0.08295405217
848	0.08292825337
849	0.0828885884
850	0.08283541945
851	0.08276229383
852	0.0827314593
853	0.08272177803
854	0.08267931428
855	0.08265393828
856	0.08263220669
857	0.08261569404
858	0.08258971185
859	0.08257913972
860	0.08253465957
861	0.08245788225
862	0.08244027985
863	0.08239791377
864	0.08234449528
865	0.08229887661
866	0.08223990989
867	0.0822245984
868	0.08219131885
869	0.08214413101
870	0.08210957014
871	0.08207324766
872	0.08205830551
873	0.08203170486
874	0.08197560703
875	0.0819510999
876	0.0818831978
877	0.08187101454
878	0.08179479371
879	0.0817077729
880	0.08162792304
881	0.08159530747
882	0.08154936655
883	0.08154012684
884	0.08152242094
885	0.08148016859
886	0.08144456246
887	0.08141232281
888	0.0813965716
889	0.08137328324
890	0.08134982982
891	0.08131820481
892	0.08127362928
893	0.08124630978
894	0.0812206474
895	0.08119736312
896	0.08117648009
897	0.08114787322
898	0.08111855623
899	0.08107731643
900	0.08106212176
901	0.08102712907
902	0.08097918693
903	0.08091633075
904	0.08088199434
905	0.08085973378
906	0.08081996772
907	0.08078482381
908	0.08072271171
909	0.08071439238
910	0.08067462218
911	0.08066320043
912	0.08062436743
913	0.0806017945
914	0.08052689394
915	0.08050074739
916	0.08047378835
917	0.08045357227
918	0.08043222886
919	0.08039990159
920	0.08039008557
921	0.08036861188
922	0.08034435646
923	0.08029501814
924	0.0802724429
925	0.08024685019
926	0.08022360718
927	0.08020829354
928	0.08017950201
929	0.08014892341
930	0.08011764977
931	0.08009687455
932	0.08004603013
933	0.0800374528
934	0.07999674128
935	0.07995275255
936	0.07993256411
937	0.07989869087
938	0.07987191286
939	0.07979591166
940	0.07974306371
941	0.07970181163
942	0.07968132725
943	0.0796430343
944	0.07962358229
945	0.07959679045
946	0.07956152956
947	0.07953448051
948	0.07951998997
949	0.07946804285
950	0.07943099005
951	0.07940124028
952	0.07937873577
953	0.07931091144
954	0.0792870264
955	0.07927890725
956	0.07925219415
957	0.07922603184
958	0.07919941488
959	0.0791471109
960	0.07913371869
961	0.07910883106
962	0.07907692551
963	0.07902077766
964	0.07899912891
965	0.07896583249
966	0.0789542823
967	0.07894017852
968	0.07892824565
969	0.07890026527
970	0.07888265849
971	0.0788619225
972	0.07885120377
973	0.0788242211
974	0.07880249882
975	0.0787529162
976	0.07867426428
977	0.07865073417
978	0.07856973365
979	0.07854296518
980	0.07852643283
981	0.07848614169
982	0.07847846515
983	0.07845045015
984	0.0784253875
985	0.0783857832
986	0.07835759002
987	0.07834400371
988	0.07832496116
989	0.07829432359
990	0.07826711248
991	0.07824211538
992	0.07820686203
993	0.07819304416
994	0.07816865196
995	0.0781577795
996	0.07812345142
997	0.07810332309
998	0.0780800605
999	0.07805379217
